  Scientific Name  	 AGCP	 AW	 CB	 EMP	 GP	 HI	 MW	 NCNE	 WMVC	 AK
  Cassiope tetragona  	   	 FACU	   	   	 FACU	   	   	   	 FACU	 FACU
  Cassipourea guianensis  	   	   	 FACU	   	   	   	   	   	   	   
  Cassytha filiformis  	 FAC	   	 UPL	   	   	 FACU	   	   	   	   
  Castilleja ambigua  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Castilleja arvensis  	   	   	   	   	   	 FACU	   	   	   	   
  Castilleja campestris  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Castilleja chrymactis  	   	   	   	   	   	   	   	   	   	 FAC
  Castilleja coccinea  	 FAC	   	   	 FAC	 FACU	   	 FAC	 FAC	   	   
  Castilleja indivisa  	 FAC	   	   	 FAC	 FAC	   	 FAC	   	   	   
  Castilleja lemmonii  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Castilleja lineata  	   	 FACW	   	   	 FACW	   	   	   	 FACW	   
  Castilleja miniata  	   	 FACW	   	   	 FAC	   	   	   	 FACW	 FAC
  Castilleja minor  	   	 OBL	   	   	 OBL	   	   	   	 OBL	   
  Castilleja mogollonica  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Castilleja occidentalis  	   	 FAC	   	   	 FAC	   	   	   	 FAC	   
  Castilleja pallida  	   	   	   	   	   	   	   	   	   	 FAC
  Castilleja parviflora  	   	 FAC	   	   	   	   	   	   	 FAC	 FACW
  Castilleja raupii  	   	   	   	   	   	   	   	   	   	 FAC
  Castilleja rhexiifolia  	   	 FAC	   	   	 FAC	   	   	   	 FAC	   
  Castilleja salsuginosa  	   	 FAC	   	   	   	   	   	   	   	   
  Castilleja septentrionalis  	   	 FACU	   	   	 FAC	   	   	 FACU	 FACW	   
  Castilleja suksdorfii  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Castilleja tenuis  	   	 FAC	   	   	   	   	   	   	 FACU	 FAC
  Castilleja unalaschcensis  	   	   	   	   	   	   	   	   	   	 FAC
  Casuarina cunninghamiana  	 FAC	   	 UPL	   	   	 UPL	   	   	   	   
  Casuarina equisetifolia  	 FACU	 FACU	 FACU	   	 FACU	 FACU	   	   	   	   
  Casuarina glauca  	 FAC	   	   	   	   	 FACU	   	   	   	   
  Catabrosa aquatica  	   	 OBL	   	   	 OBL	   	 OBL	 OBL	 OBL	 OBL
  Catalpa bignonioides  	 UPL	 UPL	   	 FACU	 UPL	   	 FACU	 FACU	 UPL	   
  Catalpa speciosa  	 FACU	 FAC	   	 FAC	 FACU	   	 FACU	 FACU	 FACU	   
  Catharanthus roseus  	 UPL	 UPL	 FACU	 UPL	 UPL	 UPL	 UPL	   	   	   
  Cayaponia americana  	 FAC	   	 FACU	   	   	   	   	   	   	   
  Cayaponia quinqueloba  	 FAC	   	   	 FAC	 FAC	   	 FAC	   	   	   
  Cayratia trifolia  	   	   	   	   	   	 FAC	   	   	   	   
  Cecropia schreberiana  	   	   	 FAC	   	   	   	   	   	   	   
  Cedrela odorata  	   	   	 UPL	   	   	 FACU	   	   	   	   
  Celastrus orbiculatus  	 FACU	   	   	 FACU	 UPL	   	 UPL	 FACU	   	   
  Celastrus scandens  	 FACU	 FACU	   	 FACU	 UPL	   	 FACU	 FACU	 FACU	   
  Celosia argentea  	 FAC	   	 UPL	 FACU	 UPL	 FACU	 UPL	 UPL	   	   
  Celtis laevigata  	 FACW	 FAC	   	 FACW	 FAC	   	 FACW	   	 FACW	   
  Celtis occidentalis  	 FACU	 FAC	   	 FACU	 FACU	   	 FAC	 FAC	 FACU	   
  Celtis reticulata  	 UPL	 FAC	   	 UPL	 UPL	   	 UPL	   	 FACU	   
  Cenchrus americanus  	 FACU	 UPL	   	 FACU	 FACU	 UPL	 FACU	 FACU	 FACU	   
  Cenchrus brownii  	 FACU	   	 UPL	   	 FACU	   	   	   	   	   
  Cenchrus ciliaris  	 UPL	 UPL	 UPL	 UPL	 UPL	 FACU	 UPL	 UPL	 UPL	   
  Cenchrus clandestinus  	   	 FACU	 UPL	   	   	 FACU	   	   	 FACU	   
  Cenchrus echinatus  	 UPL	 FACU	 UPL	 UPL	 UPL	 FACU	   	   	 UPL	   
  Cenchrus longispinus  	 FACU	 UPL	   	 UPL	 UPL	   	 UPL	 UPL	 UPL	   
  Cenchrus myosuroides  	 FAC	 FACU	 UPL	   	 FACU	   	   	   	   	   
  Cenchrus polystachios  	 FAC	 FAC	 UPL	   	 FACU	 FACU	   	   	   	   
  Cenchrus purpureus  	 FAC	 FACU	 FAC	   	 FAC	 FAC	   	   	   	   
  Cenchrus tribuloides  	 FACU	   	 UPL	 UPL	   	 UPL	   	 UPL	   	   
  Centaurea X moncktonii  	 FAC	 FACU	   	 FAC	 FACU	   	 FACU	 FACU	 FAC	   
  Centaurea cyanus  	 FACU	 FACU	   	 FACU	 FACU	 FACU	 FACU	 UPL	 FACU	 UPL
  Centaurea jacea  	 FACU	 FACU	   	 FACU	 FACU	   	 FACU	 FACU	 FACU	   
  Centaurium erythraea  	 FAC	 FAC	   	 FAC	   	 UPL	 FACU	 FAC	 FAC	   
  Centaurium pulchellum  	 FACU	 FACU	   	 FAC	 FACU	   	 FACU	 FAC	 FACU	   
  Centaurium tenuiflorum  	 FACW	 FACW	   	   	 FACW	   	   	   	 FACW	   
  Centella asiatica  	   	   	   	   	   	 FAC	   	   	 FAC	   
  Centella erecta  	 FACW	   	 FACW	 FACW	 FACW	   	 FACW	   	   	   
  Centipeda minima  	 FAC	 FAC	   	 FACU	   	   	   	 UPL	   	   
  Centratherum punctatum  	 FACU	   	 FACU	   	   	 FACU	   	   	   	   
  Centromadia fitchii  	   	 FACU	   	   	   	   	   	   	 FACU	   
  Centromadia parryi  	   	 FACW	   	   	   	   	   	   	 FAC	   
  Centromadia pungens  	   	 FAC	   	   	   	   	   	 FAC	 UPL	   
  Centrosema pubescens  	   	   	 UPL	   	   	 FAC	   	   	   	   
  Cephalanthus occidentalis  	 OBL	 OBL	   	 OBL	 OBL	   	 OBL	 OBL	 OBL	   
  Cephalanthus salicifolius  	 OBL	   	   	   	 OBL	   	   	   	   	   
  Cerastium arvense  	 FACU	 FACU	   	 UPL	 FACU	   	 FACU	 FACU	 FACU	 FAC
  Cerastium axillare  	   	 FACU	   	   	 FAC	   	   	   	 FACU	   
  Cerastium beeringianum  	   	 FACU	   	   	 FAC	   	   	   	 FACU	 FAC
  Cerastium brachypodum  	 FACU	 FAC	   	 FACU	 FACU	   	 FACU	 FACU	 FAC	   
  Cerastium fischerianum  	   	   	   	   	   	   	   	   	   	 FACW
  Cerastium fontanum  	 FAC	 FACU	   	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU
  Cerastium glomeratum  	 FACU	 UPL	   	 UPL	 FACU	 UPL	 FACU	 FACU	 FACU	 UPL
  Cerastium nutans  	 FACU	 FACU	   	 FAC	 FAC	   	 FACU	 FACU	 FACU	   
  Cerastium regelii  	   	   	   	   	   	   	   	   	   	 FACW
  Ceratophyllum demersum  	 OBL	 OBL	 OBL	 OBL	 OBL	 OBL	 OBL	 OBL	 OBL	 OBL
  Ceratophyllum echinatum  	 OBL	   	   	 OBL	 OBL	   	 OBL	 OBL	 OBL	   
  Ceratophyllum muricatum  	 OBL	   	   	 OBL	   	   	   	 OBL	   	   
  Ceratopteris gaudichaudii  	   	   	   	   	   	 FACW	   	   	   	   
  Ceratopteris pteridoides  	 OBL	   	   	   	   	   	   	   	   	   
  Ceratopteris richardii  	 OBL	   	 OBL	 OBL	   	   	   	   	   	   
  Ceratopteris thalictroides  	 OBL	 OBL	 OBL	   	 OBL	 OBL	   	   	   	   
  Cerbera dilatata  	   	   	   	   	   	 FACU	   	   	   	   
  Cercis canadensis  	 UPL	 UPL	   	 FACU	 UPL	   	 FACU	 FACU	 UPL	   
  Cestrum diurnum  	 UPL	   	 UPL	   	 UPL	 FACU	   	   	   	   
  Cestrum laurifolium  	   	   	 FACU	   	   	   	   	   	   	   
  Cestrum nocturnum  	 UPL	 UPL	 UPL	 UPL	 UPL	 FACU	   	   	   	   
  Chaerophyllum procumbens  	 FACW	   	   	 FACW	 FAC	   	 FACW	 FAC	   	   
  Chaerophyllum tainturieri  	 FAC	 FAC	   	 FAC	 FAC	   	 FACU	 FACU	 FAC	   
  Chamaecrista diphylla  	   	   	 FACU	   	   	   	   	   	   	   
  Chamaecrista fasciculata  	 FACU	 FACU	   	 FACU	 FACU	   	 FACU	 FACU	 FACU	   
  Chamaecrista nictitans  	 FACU	   	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU	   	   
  Chamaecyparis lawsoniana  	   	 FACU	   	   	 FACU	   	   	   	 FACU	   
  Chamaecyparis thyoides  	 OBL	   	   	 OBL	   	   	   	 OBL	   	   
  Chamaedaphne calyculata  	 OBL	   	   	 OBL	 OBL	   	 OBL	 OBL	   	 FACW
  Chamaelirium luteum  	 FACU	   	   	 FAC	   	   	 FACU	 FACU	   	   
  Chamaenerion angustifolium  	 FACU	 FACU	   	 FAC	 FAC	   	 FAC	 FAC	 FACU	 FACU
  Chamaenerion latifolium  	   	 FACW	   	   	   	   	   	   	 FACW	 FAC
  Chamissoa altissima  	   	   	 FACU	   	   	   	   	   	   	   
  Chaptalia tomentosa  	 FACW	   	   	 FACW	   	   	   	   	   	   
  Chasmanthium latifolium  	 FAC	 FAC	   	 FACU	 FACU	   	 FACW	 FACW	 FAC	   
  Chasmanthium laxum  	 FACW	   	   	 FAC	 FAC	   	 FACW	 FACW	   	   
  Chasmanthium nitidum  	 FACW	   	   	 FACW	   	   	   	   	   	   
  Chasmanthium ornithorhynchum  	 FACW	   	   	   	   	   	   	   	   	   
  Chasmanthium sessiliflorum  	 FAC	   	   	 FAC	 FAC	   	 FAC	   	   	   
  Cheilanthes tenuifolia  	   	   	   	   	   	 FAC	   	   	   	   
  Cheilocostus speciosus  	   	   	 FAC	   	   	 FAC	   	   	   	   
  Cheirodendron dominii  	   	   	   	   	   	 FACW	   	   	   	   
  Cheirodendron fauriei  	   	   	   	   	   	 FAC	   	   	   	   
  Cheirodendron forbesii  	   	   	   	   	   	 FAC	   	   	   	   
  Cheirodendron platyphyllum  	   	   	   	   	   	 FAC	   	   	   	   
  Cheirodendron trigynum  	   	   	   	   	   	 FAC	   	   	   	   
  Chelidonium majus  	 UPL	 FACU	   	 UPL	 FACU	   	 UPL	 UPL	 FACU	   
  Chelone cuthbertii  	 OBL	   	   	 OBL	   	   	   	   	   	   
  Chelone glabra  	 OBL	   	   	 OBL	 OBL	   	 OBL	 OBL	   	   
  Chelone lyonii  	 FACW	   	   	 FACW	   	   	   	 FACW	 FACW	   
  Chelone obliqua  	 OBL	   	   	 OBL	 OBL	   	 OBL	 OBL	   	   
  Chenopodium album  	 FACU	 FACU	   	 FACU	 FACU	 UPL	 FACU	 FACU	 FACU	 FACU
  Chenopodium chenopodioides  	   	 FACW	   	   	 FACW	   	   	 FACW	 FAC	   
  Chenopodium foliosum  	   	 FACU	   	   	 FACU	   	 FACU	 FACU	 FACU	   
  Chenopodium fremontii  	 FACU	 FACU	   	 FACU	 FACU	   	 UPL	 FACU	 FACU	   
  Chenopodium glaucum  	 FAC	 FAC	   	 FACW	 FAC	   	 FACW	 FACW	 FAC	 FAC
  Chenopodium leptophyllum  	   	 FACU	   	   	 FACU	   	 FACU	 FACU	 FACU	 FACU
  Chenopodium macrospermum  	 FACW	 FACW	   	 FACW	   	   	   	   	 FACW	   
  Chenopodium murale  	 FACU	 FACU	 UPL	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU	   
  Chenopodium rubrum  	 FACW	 FACW	   	 FACW	 OBL	   	 OBL	 OBL	 FACW	 OBL
  Chilopsis linearis  	 FACU	 FAC	   	   	 FACU	   	   	   	 FAC	   
  Chiococca alba  	 FAC	   	 UPL	   	 FACU	   	   	   	   	   
  Chionanthus virginicus  	 FACU	   	   	 FAC	 FACU	   	 FAC	 FAC	   	   
  Chionophila jamesii  	   	 FACU	   	   	 FACU	   	   	   	 FACU	   
  Chloracantha spinosa  	 FACW	 FAC	   	   	 FACW	   	   	   	 FAC	   
  Chloris barbata  	 FACU	   	 FACU	   	 FACU	 FACU	   	   	   	   
  Chloris ciliata  	 UPL	   	 FACU	   	 UPL	   	   	 UPL	   	   
  Chloris gayana  	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU	   
  Chloris radiata  	 UPL	   	 FACU	   	   	 FACU	   	   	 UPL	   
  Chloris virgata  	 FACU	 FACU	   	 FACU	 FACU	 FACU	 FACU	 FACU	 FACU	   
  Chloropyron maritimum  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Chloropyron molle  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Chloropyron palmatum  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Chloropyron tecopense  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Christella X incesta  	   	   	   	   	   	 FACU	   	   	   	   
  Christella X palmeri  	   	   	   	   	   	 FACU	   	   	   	   
  Christella boydiae  	   	   	   	   	   	 FAC	   	   	   	   
  Christella cyatheoides  	   	   	   	   	   	 FACU	   	   	   	   
  Christella dentata  	 FACW	   	 FACU	 FAC	 FAC	 FAC	   	   	   	   
  Christella hispidula  	 FACW	   	 FAC	 FACU	 FAC	   	   	   	   	   
  Christella parasitica  	   	   	   	   	   	 FAC	   	   	   	   
  Chromolaena odorata  	 FAC	   	 FACU	   	 FAC	 UPL	   	   	   	   
  Chrysobalanus icaco  	 FACW	   	 FAC	   	   	   	   	   	   	   
  Chrysoma pauciflosculosa  	 FAC	   	   	 FAC	   	   	   	   	   	   
  Chrysophyllum argenteum  	   	   	 FACW	   	   	   	   	   	   	   
  Chrysopogon aciculatus  	   	   	   	   	   	 FAC	   	   	   	   
  Chrysopogon pauciflorus  	 FACU	   	   	   	   	   	   	   	   	   
  Chrysopogon zizanioides  	 FACW	   	 FAC	   	 FACW	   	   	   	   	   
  Chrysopsis gossypina  	 UPL	   	   	 FACU	   	   	   	   	   	   
  Chrysopsis mariana  	 UPL	   	   	 UPL	 FACU	   	 UPL	 UPL	   	   
  Chrysosplenium americanum  	 OBL	   	   	 OBL	   	   	 OBL	 OBL	   	   
  Chrysosplenium glechomifolium  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Chrysosplenium iowense  	   	   	   	   	   	   	 OBL	   	   	   
  Chrysosplenium rosendahlii  	   	   	   	   	   	   	   	   	   	 FACW
  Chrysosplenium tetrandrum  	   	 OBL	   	   	   	   	   	   	 OBL	 OBL
  Chrysosplenium wrightii  	   	   	   	   	   	   	   	   	   	 FAC
  Chusquea abietifolia  	   	   	 FAC	   	   	   	   	   	   	   
  Cibotium X heleniae  	   	   	   	   	   	 FACU	   	   	   	   
  Cibotium chamissoi  	   	   	   	   	   	 FAC	   	   	   	   
  Cibotium glaucum  	   	   	   	   	   	 FAC	   	   	   	   
  Cibotium menziesii  	   	   	   	   	   	 FACU	   	   	   	   
  Cibotium nealiae  	   	   	   	   	   	 FACU	   	   	   	   
  Cicendia quadrangularis  	   	 FAC	   	   	   	   	   	   	 FACW	   
  Cichorium intybus  	 FACU	 FACU	   	 FACU	 FACU	   	 FACU	 FACU	 FACU	   
  Cicuta bulbifera  	 OBL	 OBL	   	 OBL	 OBL	   	 OBL	 OBL	 OBL	 OBL
  Cicuta douglasii  	   	 OBL	   	   	 OBL	   	   	   	 OBL	 OBL
  Cicuta maculata  	 OBL	 OBL	   	 OBL	 OBL	   	 OBL	 OBL	 OBL	 OBL
  Cicuta virosa  	   	   	   	   	   	   	   	   	   	 OBL
  Cinna arundinacea  	 FACW	   	   	 FACW	 FACW	   	 FACW	 FACW	   	   
  Cinna bolanderi  	   	 FACW	   	   	   	   	   	   	 FACW	   
  Cinna latifolia  	 FACW	 FACW	   	 FACW	 OBL	   	 FACW	 FACW	 FACW	 FACW
  Cinnamomum camphora  	 UPL	 UPL	 UPL	 FACU	 UPL	 UPL	   	   	 UPL	   
  Cinnamomum elongatum  	   	   	 FACU	   	   	   	   	   	   	   
  Circaea alpina  	 FACW	 FAC	   	 FACW	 FACW	   	 FACW	 FACW	 FAC	 FACW
  Circaea canadensis  	 FACU	   	   	 FACU	 FACU	   	 FACU	 FACU	 FACU	   
  Cirsium andrewsii  	   	 FAC	   	   	   	   	   	   	 FAC	   
  Cirsium arizonicum  	   	 FACU	   	   	 FAC	   	   	   	 FAC	   
  Cirsium arvense  	 FACU	 FACU	   	 FACU	 FACU	   	 FACU	 FACU	 FAC	 FAC
  Cirsium crassicaule  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Cirsium discolor  	 UPL	   	   	 UPL	 FACU	   	 FACU	 UPL	   	   
  Cirsium douglasii  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Cirsium drummondii  	   	   	   	   	 FAC	   	   	   	 FAC	   
  Cirsium edule  	   	 FAC	   	   	   	   	   	   	 FAC	 FAC
  Cirsium flodmanii  	 FAC	 FAC	   	 FAC	 FAC	   	 FAC	 FACU	 FAC	   
  Cirsium foliosum  	   	 FAC	   	   	 FACU	   	   	   	 FAC	 FACU
  Cirsium fontinale  	   	 OBL	   	   	   	   	   	   	 OBL	   
  Cirsium horridulum  	 FAC	   	   	 FACU	 FAC	   	 FACU	 FACU	   	   
  Cirsium hydrophilum  	   	 OBL	   	   	   	   	   	   	   	   
  Cirsium lecontei  	 FACW	   	   	 FACW	   	   	   	   	   	   
